"","score","review"
"1","10","되게스릴있고...코미디도적당히들어간재미있는느낌이었습니다"
"2","7","코미디인데별재미는없네;쫄깃한장면좀있는재난액션물"
"3","10","대박대박재밌어요"
"4","3","유치한대사로웃겨볼려는3류코미디재난영화."
"5","10",""
"6","10",""
"7","6","exit,excite,exist!"
"8","1",""
"9","10","따따따따-따-따따따따"
"10","8","중간에개연성이좀뛰는거빼곤재밌었음"
