"","comicName","comicSummary","comicGrade"
"1896","그리드(Greed)","숲속으로 도망간 소년, 사람의 발길이 끊긴 그 곳에서 벌어지는 일들을 그린 스릴러물.","9.87"
"1897","GO!GO!1학년8반!!!","능곡고등학교 1학년 8반!! 범상치 않은 신입생들의 신나는 스쿨라이프!!","9.52"
"1898","(핫샷)HOTSHOT[?]","HOTSHOT웹툰","9.76"
"1899","내가엄마라니","엄마가 되어버렸어요.","9.87"
"1900","아침나라의꽃","1930년대, 일제강점기로 타임리프한 여고생 이야기","9.85"
"1901","카이만","판타지입니다.","9.84"
"1902","슈퍼랑","천랑, 화랑, 이랑 새로운 슈퍼 영웅의 탄생!","9.63"
"1903","로키(Loki)","로키의 모험","9.86"
"1904","부처핸접","신개념 갱생 웹툰","9.83"
"1905","망월선녀설화","선녀와 나무꾼, 그들의 끝나지 않은 이야기","8.98"
"1906","오늘의온도","오늘의 온도는 몇 도입니까?","9.85"
"1907","나는평범하지않다","순정만화","9.88"
"1908","비스트(beast)","정통 액션 환타지","9.78"
"1909","소동헌을위한기록","에필로그","9.73"
"1910","피터팬의웬디","현대판 피터팬과 웬디","9.85"
"1911","설레는기분","두근두근♡","9.85"
"1912","위기의범죄자","범죄 심리극","9.86"
"1913","너의목소리가보여","우리말 사랑 웹툰","9.86"
"1914","보통회사이야기","보통 한 집단마다 한 명의 또라이가 있다고 한다. 그런데 이 회사에는…","8.96"
"1915","아버지와아들","철부지 아빠의 아빠놀이","9.75"
"1916","블랙","세상 은 하얗고 삶 은 어둡다.","9.48"
"1917","솔라보이","광합성하는식물소년!","9.78"
"1918","조조할인","새와 사람","9.87"
"1919","알타고","한국고전판타지","9.79"
"1920","쌍둥이네","쌍둥이 신비감제로!","9.87"
"1921","봄여름가을겨울떡집",".","9.82"
"1922","애니마","영결합배틀물","9.83"
"1923","어느오래된도서관의비밀","어느 오래된 도서관에서 펼쳐지는 이야기.","9.86"
"1924","이상한나라의더이상한앨리스","남자 앨리스","9.77"
"1925","푸드포스레인저","푸드 포스 레인저","9.81"
"1926","그것은어느날","참꽃마리","9.85"
"1927","PrincessofDream","꽃미남 아이돌 총출동","9.85"
"1928","바다의노래","사랑, 믿슙니까?","9.43"
"1929","말하지않는다.","이거슨..신세계?","9.76"
"1930","월야에우는새","◀최종 공지!","9.81"
"1931","비창","퓨전판타지","9.76"
"1932","스톰힐다이어리","하이틴 유학로맨스","9.86"
"1933","기안84회고록","내가 바라본 기안84 이야기","9.85"
"1934","아씨와나","산에서 내려온 삼식이의 인간세상 경험 에피소드","9.86"
"1935","두근거려요","첫 번째 사랑의 실패로 겁쟁이가 된 여자.","9.85"
"1936","PleaseMe,Please","판타지 순정.","9.78"
"1937","평일의나","평일에 뭐하세요?","9.86"
"1938","애니멀'즈매거진","엉뚱,4차원,발랄,초깜찍(?) 대한민국 2%가 살아가는 이야기","9.79"
"1939","여고생이좋아요","여고연애물","9.87"
"1940","19평사바나","야생으로 가자!","9.54"
"1941","괴물아가씨","괴물들의 이야기","9.74"
"1942","魂지킴이","상처받은 영혼에 위로를.....","9.77"
"1943","야수의노래","저승 모험을 그린 한국형 판타지","9.83"
"1944","기래믹스","멍청하고 부끄러운 일상들.","9.76"
"1945","여자의마음","너희가 결혼한 여자의 마음을 알아?!","9.62"
"1946","마지막피터팬","성장통로맨스♥","9.85"
"1947","우리집에귀신이사는것같아","무서운 이야기","9.80"
"1948","씁쓸남유남생","출퇴근 감성의 공감...씁쓸하다.","9.81"
"1949","엘리자베스1호","안드로이드와 박사님","9.85"
"1950","에스카토스","진범을 찾아라","9.87"
"1951","변기통로맨스","모태솔로 로맨스","9.81"
"1952","마로이야기","말하는 개 마로와 평범한 여대생 순지의 이야기","9.85"
"1953","리솔루토","판타지","9.73"
"1954","코기의취향","'함께 밥을 먹으면서 정이 쌓인다.'","9.85"
"1955","TwoCoffins(투카핀스)","세사람과 두개의관","9.64"
"1956","비비디바비디덕","비바덕♪","9.82"
"1957","비트윈","비밀속의 연애","9.78"
"1958","특허소년","특별히 허락한 소년","9.87"
"1959","그런만화","개그 만화!","9.85"
"1960","수치스러운애정행각","정식연재","9.81"
"1961","청춘거지클럽","가난한 청춘들의 캠퍼스 생존 로맨스 코미디","9.78"
"1962","드림웨폰","악몽사냥꾼들 이야기","9.83"
"1963","선녀가온나나","현대의 인간세상으로 내려온 선녀들의 이야기","9.84"
"1964","이프","판타지.","9.85"
"1965","하푸하푸","물범 하푸와 북극곰 꾸꼼, 펭귄 귄귄이의 이야기","9.85"
"1966","문신","문신 판타지 소년만화","8.63"
"1967","blooming(블루밍)","꽃이 만발한,지독한","9.87"
"1968","졸래동화","병맛의 진수를 그대에게","9.83"
"1969","미궁","미궁 프로젝트","9.82"
"1970","오늘도무사히,","보통사람 이야기","9.63"
"1971","애플시나몬","나만 몰랐던 이야기.","9.86"
"1972","동양의색","동양의 색","9.78"
"1973","은빛고릴라","변신 동물들 이야기","9.60"
"1974","윈터우즈","동화같은이야기","9.86"
"1975","달이빛나는밤에","달의 도깨비의 이야기","9.78"
"1976","꽁치가파닥파닥","꽁치의 육지살이.","9.69"
"1977","할로우포인트","판타지입니다.","9.85"
"1978","몬스터즈하우스","이상한 괴물들","9.88"
"1979","NEXUS","심부름회사NEXUS","9.87"
"1980","살신성인","좀비의 학교생활","9.85"
"1981","딸기와밀크티","예대 청춘 로맨스!","9.74"
"1982","그들의방식","현대이능력판타지","9.83"
"1983","보글보글챱챱","잘먹겠습니다.","9.80"
"1984","신수의주인","액션남녀러브로망스","9.82"
"1985","DEADDAYS","- 좀비 스릴러 - 우린 살아 남을 수 있을까?","9.82"
"1986","7번국도아이","추억은 마음속의 보석이다. 보석 같은 이야기를 찾아가는 7번국도 아이.","9.83"
"1987","덕과의동침","오덕남편과의 일상","9.87"
"1988","하나마나","만화일기","9.86"
"1989","황금장미","은빛요정의 로맨스판타지","9.84"
"1990","도전!만화가!!","만화가를 꿈꾸는 만화가지망생들의 도전!!","8.80"
"1991","달달한러브컬렉션","러브컬렉션","9.83"
"1992","불만시대","누구에게나 불만은 있다","9.63"
"1993","렛츠","일상에서의 판타지","9.65"
"1994","어느토요일밤의무지개","어느 토요일 밤, 밝은 빛과 함께 그들이 내려왔다. 그리고 7년 후...","9.81"
"1995","충무공","충무공이 현재에 부활한다. 로봇으로.","9.13"
"1996","BooBoo'sZoo(부부의동물원)","반려가족들의 이야기","9.71"
"1997","펄스나인","축구에 꿈을 건 소년들의 성장 드라마.","9.49"
"1998","미묘한이야기","미묘하다 [형용사] 뚜렷하지 않고 야릇하고 묘하다.","9.44"
"1999","밀레니엄헌터","2000년 세상은 신화속 괴물들의 놀이터가 된다.","9.87"
"2000","나비,물고기","나비,물고기,그녀 그리고 그들","9.81"
"2001","초딩생활2<달탐정발명대>","초딩생활","9.64"
"2002","모두의추억","2002월드컵","9.80"
"2003","아벨","어느 왕의 검부터 시작된 전설","9.52"
"2004","마음을전해드립니다.","마음을 전해 드립니다.","9.83"
"2005","[톡툰]","어른으로 살기","9.61"
"2006","상상고양이","김경","9.86"
"2007","최고의콤비","천사와 악마가 지상에서 만났다!","9.80"
"2008","코크싸이더",".","9.78"
"2009","절대신의유희","사후세계 판타지","9.85"
"2010","포갓레인저","변신액션히어로","9.76"
"2011","동물소대","내 인생의 한 번뿐인 순간","9.46"
"2012","아띠아노","카툰/아띠아노","9.36"
"2013","망각의주인","망각의 판타지.","9.87"
"2014","심박수1280","사이코 순정 로맨스","9.73"
"2015","우주교도소바다붐","우주교도소 바다붐에서 펼쳐지는 죄수들의 이야기.","9.80"
"2016","모태솔로수용소","감옥만화","9.72"
"2017","어떤화랑의아가씨와용의이야기","조용한 판타지","9.86"
"2018","사각사각","캐나다 워킹홀리데이+디자이너 생존기","9.86"
"2019","사랑의기술","매주토요일연재","9.66"
"2020","오나미",".","7.55"
"2021","이여자가덕후로사는것","이렇게 살고있는 덕후도 있다고 합디다~","9.62"
"2022","우리들의다섯걸음","청소년 성장 (아침)드라마","9.62"
"2023","겨울X거울","소년, 소녀를 만나다.","9.56"
"2024","자이언트(THEHERO)","거인, 그의 역사","9.73"
"2025","버퍼링","SF스릴러","9.85"
"2026","사랑은햄스터를타고","라부라부판타지","9.85"
"2027","히키(HicKey)","천사와 악마로 인해 바뀌어 버린 일상! 그리고 그들의 이야기.","9.85"
"2028","시간선完","만월의 날에 관한 미스테리서스펜스","9.80"
"2029","고스트컴퍼니","악마잡는회사","9.85"
"2030","숲속마을친구들","개그 로맨스","9.87"
"2031","무색소녀","로맨스아닌데","9.85"
"2032","후원자","어느날 1억이생겼다","9.76"
"2033","[캠핑툰]햇살이따스해!","캠핑의 매력에 빠져드는 낭만중년 양동이네의 웃음가득 캠핑 라이프 스토리.","9.75"
"2034","만하생","만화가 지망 문하생의 생활 노트","9.86"
"2035","행월이야기","행월이야기","9.72"
"2036","갱스타즈(Gangstaaz)","힙합/랩만화","9.64"
"2037","그녀찾아삼만리","그녀를 찾아서!","9.71"
"2038","도깨비낭자","도깨비와 도깨비와 사람","9.77"
"2039","뉴트리아","뉴트리아세계","9.68"
"2040","어서옵셔,식당입니다.","당신이 머문자리는 아름답나요?","9.39"
"2041","유령라이프","잉여로운 유령과 그 친구들이 사는(?) 이야기.","9.86"
"2042","개화여자정보고등학교","여고일상만화","9.80"
"2043","썸씽","연애는 글로 배웠어요.","9.86"
"2044","소원의조각","하랑이에게소원을!","9.79"
"2045","테임","길들여진.....","9.50"
"2046","마더어스","그들이 원하는 세상","9.49"
"2047","옥탑방마녀","초보마녀의 인간생활적응기","9.80"
"2048","유자의오늘","소소한 일상","9.86"
"2049","정상컴플렉스","알고보면 평범한 사람들의 이야기","9.87"
"2050","알트","알트,쉬프트","9.79"
"2051","이런카페처음이야","카페 판타지 스릴러","9.87"
"2052","마녀수업","마녀수업","9.86"
"2053","숨은,고양이찾기","다시","9.85"
"2054","DAWN여명-트와일라이트2부","황혼 2부","9.85"
"2055","공부할시간","엘리트들의 두뇌싸움","9.83"
"2056","길리","길리는 종종 살인충동에 휩싸이곤 한다","9.87"
"2057","트웰브","시간을 지배하는 자가 세상을 지배한다!!","9.83"
"2058","기묘한책방","특이한 책방이야기","9.85"
"2059","상냥들","캠퍼스 로맨스","9.74"
"2060","빙하기사람들","코믹스릴러","9.75"
"2061","악마도의무교육받습니다!","악마도 받는 의무교육!","9.87"
"2062","커피와스무디","설탕 한 스푼 소금 한 스푼","9.86"
"2063","얼짱의이중생활","완결!","9.79"
"2064","장인의나라","목요일!","9.84"
"2065","블랙보이","용사와 마족","9.76"
"2066","하루달콤하루쌉싸름","추억 속 음식 이야기","9.86"
"2067","그런만화가가있었다","그런 만화가가 있었다.","9.56"
"2068","백설녀와나무꾼","한국에 사는 동화인들의 이야기. 금요연재.","9.87"
"2069","여동생은로봇","여동생이 택배로 왔다!! 그런데 여동생은 로봇?","9.80"
"2070","아무래도좋은이야기","황당하고 재밌는 이야기들 거기에 감동(?) 까지!","9.67"
"2071","멀리서보면,푸른봄","이십대 드라마","9.86"
"2072","튄공","각기 다른 문제로 제자리에 멈춰버린 네 명의 청춘들, 그들이 만나 길거리 농구대회 우승이라는 목표를 가지고 전국을 여행하기 시작한다.","9.81"
"2073","망자카페","죽음이 그려내는 따뜻하고 슬픈 이야기","9.78"
"2074","디바인안드로메다","이계 체험기","9.86"
"2075","누설","초능력시대극. 영매들의 새인생 이야기","9.84"
"2076","카니발-Carnival-","느와르 액션물.","9.85"
"2077","사일런스","본격 오컬트 만화!","9.81"
"2078","L.C.S.F","LOVE COMEDY SCIENCE FICTION FANTASY","9.81"
"2079","지구별통신","지구의 어느 곳을 여행하고 보내는, 지구별통신 :)","9.66"
"2080","심해의조각들","　","9.79"
"2081","진지드셨어요?","아뇨(진지)","9.76"
"2082","못난오리","오리에서 백조로!!!","9.84"
"2083","살인자","누가 살인자인가.","9.86"
"2084","조각일기","하루하루 조각 일기","9.77"
"2085","마스크폴리스","얼굴을 덮어","9.84"
"2086","달래주러왔습니다","아픔과 치료","9.57"
"2087","짐승의맛","인간이 되고싶은 냄새나는 물고기, 그리고 천재 조향사","9.82"
"2088","꽃보다요지경","본격 인문학 웹툰! 꽃보다 요지경!","9.46"
"2089","달콤한계절","첫사랑 이야기.","9.36"
"2090","흉터","연애만화.","9.86"
"2091","죄를삼키는들꽃","'당분간'자유연재","9.78"
"2092","IF","판타지!","9.61"
"2093","아첼레란도","천재가 타고 나는 건, 할 수 있는 ‘재능’이 아니라, 하고자 하는 ‘욕구’이다","9.76"
"2094","그리고우울증","우울증 생활기","9.86"
"2095","다미:고!","복권홀릭 다미","9.86"
"2096","천사라네","인간과 천사 악마의 이야기","9.81"
"2097","FullMetalWing","드래곤, 드래곤 라이더 이야기.","9.85"
"2098","스너프게임","스너프 게임   그림 : 조마피 / 글 : 이썬","9.49"
"2099","신입사원김용사씨","용사의 현실 적응기","9.86"
"2100","트러블앤트리플","평범한 판타지","9.83"
"2101","소년들은무엇을하고있을까","소년들은 무엇을 하고 있을까","9.85"
"2102","스펠SPELL","초자연적인 대상들과 직면한 보통의 인간들","9.79"
"2103","늘푸른찻집","달콤 쌉싸름한 그들만의 청춘이야기","9.85"
"2104","나는귀신과결혼했다","가난한 백수 시절 돈 때문에 영혼결혼식을 올린 이수. 그가 귀신을 상대로 이혼 소송을 낸다?!!","9.52"
"2105","아무래도기사는아닌것같아","생계형 판타지","9.85"
"2106","할라피뇨와겁쟁이","연애물을가장한무언가","9.83"
"2107","더캐슬","정치액션 판타지!!","9.74"
"2108","월한강청록","날라리 무당파 도사의 무협기행록","9.86"
"2109","길위에서","만화가가 되는 길!","9.71"
"2110","나만모르는이야기","혼자인 사람들의 이야기","9.79"
